,name,id,cv_gt,cv_gk,cv_tk,cv_gtk,tv_gt,tv_gk,tv_tk,tv_gtk,cv_gtkn,cv_gtky,cv_gtkd
358,Getting Over It with Bennett Foddy,72373,0,1,1,1,0,1,1,1,1,1,1
359,Destination Primus Vita,77657,0,1,0,0,0,0,0,0,0,0,0
360,The Journeyman Project 1: Pegasus Prime,35479,0,0,0,0,0,0,0,0,0,0,0
361,Serious Metal Detecting,28376,0,0,1,0,0,0,1,0,0,0,0
362,Machine Hunt,30849,0,0,0,0,0,0,0,0,0,0,0
363,The Dark Inside Me,99005,0,0,0,0,0,0,0,0,0,0,0
364,Farming Simulator 19,87210,0,1,0,1,0,0,0,0,1,1,1
365,Call of Cthulhu: Shadow of the Comet,34783,0,0,0,2,0,0,0,1,2,2,2
366,Inline,81070,0,0,0,0,0,0,0,0,0,0,0
367,Ski Region Simulator,36429,0,0,0,0,0,0,0,0,0,0,0
368,Apache: Air Assault,3233,0,1,1,1,0,1,1,1,1,1,1
369,Transistor,3022,0,1,0,1,0,1,0,0,1,1,1
370,Gravel,27514,1,0,0,0,1,0,0,0,0,0,0
371,Banzai Pecan: The Last Hope For the Young Century,35947,0,0,0,0,0,0,0,0,0,0,0
372,Cities in Motion 2,2931,1,1,1,1,1,1,1,1,1,1,1
373,The Magic Circle,17847,1,1,1,1,1,1,1,1,1,1,1
374,Empire: Total War - The Warpath Campaign,82085,1,0,0,1,1,0,0,1,1,1,1
375,Coloring Game: Pixel,127313,0,0,0,0,0,0,0,0,0,0,0
376,Kill to Collect,18722,0,0,0,0,0,0,0,0,0,0,0
377,Enemy Mind,17157,0,0,0,0,0,0,0,0,0,0,0
378,Afterburn,112424,0,0,0,0,0,0,0,0,0,0,0
379,Flight 787 - Advanced,32843,0,0,0,0,0,0,0,0,0,0,0
380,The Sims 3: Master Suite Stuff,13121,0,0,0,0,0,0,0,0,0,0,0
381,Monster Boy and the Cursed Kingdom,25599,0,1,2,0,0,1,2,1,0,0,0
382,Barrow Hill: The Dark Path,31509,1,0,1,2,0,0,1,1,2,2,2
383,The Coma: Cutting Class,34470,1,0,0,1,0,0,0,1,1,1,1
384,Silent Hunter III,870,0,0,2,0,1,0,2,0,0,0,0
385,DJMax Respect V,126179,0,1,0,0,1,2,0,1,0,0,0
386,Super Rad Raygun,25695,0,2,2,2,0,2,2,1,3,3,3
387,Swaps and Traps,72360,0,1,0,1,0,1,0,1,1,1,1
388,Drizzlepath,12265,0,0,0,0,0,0,0,0,0,0,0
389,SimCity 2000: Special Edition,46631,1,1,1,1,1,1,1,1,1,1,1
390,Silver Chains,109550,0,0,0,0,0,0,0,0,0,0,0
391,Borderlands: The Pre-Sequel,6032,2,0,0,0,2,1,0,1,0,1,1
392,Crystar,103494,0,1,0,0,0,0,0,0,0,0,0
393,Wooden Floor,24613,0,0,0,0,0,0,0,0,0,0,0
394,Orc Assault,35218,0,0,0,0,0,0,0,0,0,0,0
395,Warzone 2100,51297,0,2,2,1,0,2,2,2,1,1,1
396,Retro Pinball,29729,0,0,0,0,0,0,0,0,0,0,0
397,Coldfire Keep,9799,0,0,0,0,0,0,0,0,0,0,0
398,Stickman - Killer of Apples,74235,0,0,0,0,0,0,0,0,0,0,0
399,Unloved,17799,0,1,1,1,0,1,1,1,1,1,1
400,Lake,127743,0,0,0,1,0,0,0,0,1,1,1
401,Devil's Kiss,130127,0,0,0,0,0,0,0,0,0,0,0
402,Arcadecraft,17338,0,0,0,0,0,0,0,0,0,0,0
403,Baseball Mogul 2015,34798,0,0,0,0,0,0,0,0,0,0,0
404,Lost Planet: Extreme Condition - Colonies Edition,27861,0,0,0,0,0,0,0,0,0,0,0
405,Metro: Last Light - Faction Pack,128647,0,0,0,0,0,0,0,0,0,0,0
406,MechWarrior 3,19190,0,0,0,0,0,0,0,0,0,0,0
407,The Exit 8,275404,0,1,0,1,0,0,0,0,0,1,0
408,Uriel's Chasm,9733,0,0,0,0,0,0,0,0,0,0,0
409,"House of 1,000 Doors - Family Secrets",36371,0,0,0,0,0,0,0,0,0,0,0
410,XBlaze Code: Embryo,11636,1,0,1,0,0,0,1,0,0,0,0
411,The Amazing Spider-Man 2,4755,3,2,2,2,2,2,2,2,2,2,2
412,Warcraft III: The Frozen Throne,133,0,3,3,3,0,3,3,3,3,3,3
413,Liquidator,72446,0,0,0,0,0,0,0,0,0,0,0
414,Kohan: Ahriman's Gift,15123,0,1,0,1,0,1,0,1,1,1,1
415,WCW Nitro,3634,0,0,0,0,0,0,0,0,0,0,0
416,Avadon 2: The Corruption,10036,0,0,0,0,0,0,0,0,0,0,0
417,Mob Rule Classic,29326,0,0,0,0,0,0,0,0,0,0,0
418,Assassin's Creed Unity,5606,2,8,7,7,2,6,7,6,6,6,6
419,Battle of Frigates,61595,0,0,0,0,0,0,0,0,0,0,0
420,Welcome to Hanwell,29076,0,0,0,0,0,0,0,0,0,0,0
421,Wizards and Warlords,30132,0,0,0,0,0,0,0,0,0,0,0
422,Hostile Waters: Antaeus Rising,752,0,2,2,0,0,1,2,1,0,0,0
423,No Time to Explain,9560,0,0,0,0,0,0,0,0,0,0,0
424,Zombie Driver,20668,0,0,0,0,0,0,0,0,0,0,0
425,Night at the Museum: Battle of the Smithsonian - The Video Game,5073,0,0,0,0,0,0,0,0,0,0,0
426,Save Daddy Trump,119806,0,0,0,0,0,0,0,0,0,0,0
427,Robot Arena III,35556,0,0,0,0,0,0,0,0,0,0,0
428,Perfect Vermin,140857,0,0,0,0,0,0,0,0,0,0,0
429,FIFA 23,205780,0,0,0,0,0,0,0,0,0,0,0
430,Evie,84017,0,0,0,0,0,0,0,0,0,0,0
431,Bomberman World,27255,0,0,0,0,0,0,0,0,0,0,0
432,StepX,67915,0,0,0,0,0,0,0,0,0,0,0
433,Ahnayro: The Dream World,22377,1,1,1,2,1,1,1,1,2,2,2
434,Colours of Magic: Aqua Teeter,32950,0,0,0,0,0,0,0,0,0,0,0
435,Wronged,75780,0,0,0,0,0,0,0,0,0,0,0
436,Trackless,28322,0,0,0,0,0,0,0,0,0,0,0
437,Princess.Loot.Pixel.Again,34129,0,0,0,0,0,0,0,0,0,0,0
438,Horror Girl Puzzle,112702,1,0,0,1,2,0,0,1,1,1,1
439,The LEGO Movie 2 Videogame,112674,1,0,0,1,1,0,0,1,1,1,1
440,Horizon Chase Turbo,96476,0,0,0,0,0,0,0,0,0,0,0
441,Pizza Time Explosion,125445,0,0,0,0,0,0,0,0,0,0,0
442,Screamer 2,7141,1,0,0,1,1,0,0,0,1,1,1
443,Memento Mori 2,16529,0,0,0,0,0,0,0,0,0,0,0
444,Manifest 99,55804,0,0,0,0,0,0,0,0,0,0,0
445,Assassin's Creed Origins,28540,1,4,3,4,1,2,3,2,4,4,4
446,Higurashi When They Cry Hou: Ch.3 Tatarigoroshi,32626,0,0,0,0,0,0,0,0,0,0,0
447,Making History: The Calm & The Storm,15043,0,0,0,0,0,0,0,0,0,0,0
448,SD Gundam G Generation Cross Rays,114152,0,1,0,0,0,0,0,0,0,0,0
449,Bard's Gold,12775,0,0,0,0,0,0,0,0,0,0,0
450,UFO: Afterlight,16528,0,0,0,0,0,0,0,0,0,0,0
451,South Park: The Fractured But Whole,11161,0,0,0,0,0,0,0,0,0,0,0
452,Dangerous High School Girls in Trouble!,15990,0,0,0,0,0,0,0,0,0,0,0
453,Jones in the Fast Lane,7473,0,0,0,0,0,0,0,0,0,0,0
454,Monster Hunter World: Iceborne Master Edition,118273,1,1,1,2,1,1,1,2,2,2,2
455,Squishy the Suicidal Pig,9874,0,0,0,0,0,0,0,0,0,0,0
456,Wonder Parade,100767,1,1,0,1,1,1,0,1,1,1,1
457,Risky Rescue,33558,0,0,0,0,0,0,0,0,0,0,0
458,The Free Ones,75540,0,0,0,0,0,0,0,0,0,0,0
459,15 Days,26208,0,0,0,0,1,0,0,0,0,0,0
460,Zup!,24825,1,3,3,3,1,3,3,3,3,3,3
461,Camper Jumper Simulator,31541,0,0,0,0,0,0,0,0,0,0,0
462,Grezzo 2,146678,0,0,0,0,0,0,0,0,0,0,0
463,Deios II: Deidia,26366,0,0,0,0,0,0,0,0,0,0,0
464,Danmaku Unlimited 3,33290,0,0,0,1,0,0,0,0,1,1,1
465,Secret Little Haven,90060,0,0,0,1,0,0,0,0,1,1,1
466,Yomawari: Night Alone,11589,0,0,1,1,0,0,1,0,1,1,1
467,Tom Clancy's Rainbow Six: Rogue Spear,1843,1,4,4,4,1,5,4,5,3,4,4
468,BladeShield,30566,0,0,0,0,0,0,0,0,0,0,0
469,Knights of the Card Table,113790,0,0,0,0,0,0,0,0,0,0,0
470,The Myth Seekers: The Legacy of Vulcan,55519,0,0,0,0,0,0,0,0,0,0,0
471,Ecchi Girls,114518,0,0,0,0,0,0,0,0,0,0,0
472,Dungeon Munchies,114484,0,0,1,1,0,0,1,1,1,1,1
473,Earth Space Colonies,33646,0,0,0,0,0,0,0,0,0,0,0
474,Wanna Survive,119809,0,0,0,0,0,0,0,0,0,0,0
475,Peter Jackson's King Kong: The Official Game of the Movie,4065,0,1,1,1,0,1,1,1,1,1,1
476,Conqueror's Blade,70985,0,0,0,0,0,0,0,0,0,0,0
477,Tibetan Quest: Beyond the World's End,33900,0,0,0,0,0,0,0,0,0,0,0
478,Lost Castle,23582,0,0,0,3,1,0,0,1,3,3,3
479,Neon Abyss,116100,0,0,0,0,0,0,0,0,0,0,0
480,Block N Load,8437,0,0,0,0,0,0,0,0,0,0,0
481,The Tale of Doris and the Dragon - Episode 1,31613,0,0,0,0,0,0,0,0,0,0,0
482,Nyanco,120044,0,0,0,0,0,0,0,0,0,0,0
483,Crying is not Enough,99085,1,0,0,1,0,0,0,0,1,1,1
484,Dracula: Love Kills,16688,0,0,0,0,0,0,0,0,0,0,0
485,Disciples III: Reincarnation,9823,0,0,0,1,0,1,0,3,1,1,1
486,Gamble Fight Plus,116783,0,0,0,0,0,0,0,0,0,0,0
487,OutDrive,18077,1,2,1,2,1,2,1,2,2,2,2
488,Happiness Drops!,81687,0,0,0,0,0,0,0,0,0,0,0
489,Hot Wheels Velocity X,2653,0,1,1,1,0,1,1,1,1,1,1
490,A Kiss For the Petals: Maidens of Michael,83995,0,0,0,0,0,0,0,0,0,0,0
491,Neon White,143612,0,0,0,0,0,0,0,0,0,0,0
492,Cat Meat,32911,0,0,0,0,0,0,0,0,0,0,0
493,Street Racing Syndicate,4184,0,0,0,0,0,1,0,0,0,0,0
494,The 7th Circle: Endless Nightmare,99081,0,0,0,0,0,0,0,0,0,0,0
495,Casino Inc,35438,0,0,0,0,0,0,0,0,0,0,0
496,Battlegun,52276,1,0,0,0,1,0,0,0,0,0,0
497,ChuSingura46+1 S,32917,0,0,0,0,0,0,0,0,0,0,0
498,Raiders of the North Sea,121135,0,0,0,0,0,0,0,0,0,0,0
499,Blue Angels Aerobatic Flight Simulator,55544,1,0,0,1,1,0,0,1,1,1,1
500,The Sims 2: Happy Holiday Stuff,13130,0,0,0,0,0,0,0,0,0,0,0
501,Yet Another Research Dog,83589,0,0,0,0,0,0,0,0,0,0,0
502,Botology,35558,0,0,0,0,0,0,0,0,0,0,0
503,Mittelborg: City of Mages,111419,2,1,0,1,2,1,0,1,1,1,1
504,Fractal: Make Blooms Not War,15062,0,0,0,0,0,0,0,0,0,0,0
505,Shuyan Saga,27692,0,0,1,0,0,0,1,0,0,0,0
506,Titan Quest: Immortal Throne,8312,2,3,3,3,2,3,3,3,3,3,3
507,Dishonored: Void Walker Arsenal,14571,0,0,0,0,0,0,0,0,0,0,0
508,Ristar,7431,0,0,0,0,0,0,0,0,0,0,0
509,Need for Speed: Shift,102,0,5,5,5,0,3,5,3,5,5,5
510,Legacy of Ys: Books I & II,21255,0,1,1,1,0,1,1,1,1,1,1
511,Portal Stories: Mel,47107,0,0,1,0,0,0,1,0,0,0,0
512,"Warhammer 40,000: Gladius - Relics of War",76410,0,0,3,2,0,0,3,2,2,2,2
513,Elder Sign: Omens,16729,0,0,0,0,0,0,0,0,0,0,0
514,Feeding the Monster,69237,0,0,0,0,0,0,0,0,0,0,0
515,Verge: Lost Chapter,34484,0,0,0,0,0,0,0,0,0,0,0
516,Shark Simulator,68769,0,0,0,0,0,0,0,0,0,0,0
517,Double Action: Boogaloo,17723,1,0,0,0,1,1,0,1,0,0,0
518,Vostok Inc.,44141,0,0,0,0,0,0,0,0,0,0,0
519,Crazy Frog Racer,20483,1,0,0,1,1,0,0,1,1,1,1
520,Pixel Day - Gun Z,32600,0,0,0,0,0,0,0,0,0,0,0
521,LocoCycle,4846,0,0,0,0,0,0,0,0,0,0,0
522,Tom Clancy's Ghost Recon Advanced Warfighter,1300,0,0,0,0,0,0,0,0,0,0,0
523,Jets'n'Guns 2,112638,0,0,0,0,0,0,0,0,0,0,0
524,Need for Speed: Unbound,219442,0,0,0,0,0,0,0,0,0,0,0
525,Chibi Volleyball,119824,0,0,1,0,0,1,1,1,0,0,0
526,Smash Up,57407,1,1,0,1,1,1,0,1,1,1,1
527,Air Conflicts: Vietnam,3828,1,0,0,0,1,0,0,0,0,0,0
528,Highschool Romance,22214,0,0,0,0,0,0,0,0,0,0,0
529,Ninja Gaiden Sigma 2,7385,0,2,3,3,0,3,3,3,2,3,3
530,MechoEcho,33730,0,0,0,1,0,0,0,1,1,1,1
531,Trials 2: Second Edition,2147,0,0,0,0,0,0,0,0,0,0,0
532,The Great Perhaps,116497,0,0,0,0,0,0,0,0,0,0,0
533,Hatoful Boyfriend: Holiday Star,14397,0,0,0,0,0,0,0,0,0,0,0
534,Yellow: The Yellow Artifact,32437,0,0,0,0,0,0,0,0,0,0,0
535,Rise of the Triad: Dark War,2380,0,2,1,1,0,2,1,2,1,1,1
536,King's Bounty: Crossworlds,5045,1,1,0,1,1,0,0,0,1,1,1
537,Nancy Drew: Secrets Can Kill,7620,0,0,0,0,0,0,0,0,0,0,0
538,Soldat,8722,1,1,0,0,2,1,0,1,0,0,0
539,Crusader Kings Complete,25415,0,0,0,0,0,0,0,0,0,0,0
540,NGU Idle,124926,0,0,0,0,0,0,0,0,0,0,0
541,Diablo Immortal,111651,0,0,0,0,0,0,0,0,0,0,0
542,Endless Fables 4: Shadow Within,122827,0,1,1,2,0,1,1,1,2,2,2
543,Roommates,9885,0,0,0,0,0,0,0,0,0,0,0
544,Witchinour,38978,0,0,0,0,0,0,0,0,0,0,0
545,The First Templar,6994,0,1,1,1,1,1,1,1,1,1,1
546,Wars of Napoleon,33092,2,0,0,2,1,0,0,2,2,2,2
547,Rayman 2: The Great Escape,193313,1,0,1,1,1,0,1,1,1,1,1
548,Sayonara Wild Hearts,113107,0,1,0,1,0,1,0,1,1,1,1
549,Blacklight: Tango Down,8481,0,1,1,1,0,1,1,1,1,1,1
550,Fortnite: Chapter 4 - Season 2: Mega,241495,0,0,0,0,0,0,0,0,0,0,0
551,Mana Spark,50745,0,0,0,3,0,1,0,0,3,3,3
552,MotoGP '17,28133,1,1,2,2,1,1,2,2,2,2,2
553,Majestic Nights,36442,0,0,0,0,0,0,0,0,0,0,0
554,Victory at Sea,9395,1,0,0,0,1,0,0,2,0,0,0
555,High clear VR,41907,0,0,0,0,0,0,0,0,0,0,0
556,Elium: Prison Escape,83953,0,0,0,0,0,0,0,0,0,0,0
557,Shephy,41893,0,0,0,0,0,0,0,0,0,0,0
558,Battlefield 3: Premium Edition,41888,0,0,0,0,0,0,0,0,0,0,0
559,Bloo Kid 2,34985,0,0,0,0,0,0,0,0,0,0,0
560,World to the West,27518,1,0,0,0,0,0,0,0,0,0,0
561,The Exorcist: Legion VR - Deluxe Edition,123896,0,0,0,0,0,0,0,0,0,0,0
562,The Fruitless Flower,86254,0,0,0,0,0,0,0,0,0,0,0
563,Colina: Legacy,35181,1,0,1,2,1,0,1,1,2,2,2
564,Ragtag,114969,0,0,0,0,0,0,0,0,0,0,0
565,Paradox Paradigm,32685,0,0,0,0,0,0,0,0,0,0,0
566,Pillars of Eternity: The White March Part I,14725,0,0,0,0,0,0,0,0,0,0,0
567,World Conqueror 3,14891,1,0,2,1,1,0,2,0,1,1,1
568,Game Dev Tycoon,2599,0,1,0,1,0,0,0,0,1,1,1
569,Micro Mages,110882,0,0,0,0,0,0,0,0,0,0,0
570,Hylics 2,98469,0,0,0,0,0,0,0,0,0,0,0
571,Rugby Challenge 2,7166,0,0,0,0,0,0,0,0,0,0,0
572,The Curse of Monkey Island,62,1,1,1,1,1,2,1,1,1,1,1
573,Guitar Hero III: Legends of Rock,2671,2,3,3,3,2,3,3,3,3,3,3
574,Mowin' & Throwin',96228,0,0,0,0,0,0,0,0,0,0,0
575,Sparc,27430,0,0,0,0,0,0,0,0,0,0,0
576,Ancient Enemy,111842,1,0,0,0,1,0,0,0,0,0,0
577,Wasteland Angel,9388,0,1,1,1,0,1,1,1,1,1,1
578,Cannon Fodder,5519,0,0,0,0,1,0,0,0,0,0,0
579,Bomb Chicken,27880,0,0,0,0,0,0,0,0,0,0,0
580,Car Mechanic Simulator 2014,7571,0,1,0,1,0,1,0,0,1,1,1
581,Daikatana,8201,1,1,1,1,1,1,1,1,2,1,1
582,The Commission: Organized Crime Grand Strategy,107635,0,0,0,0,0,0,0,0,0,0,0
583,Escape First 3,131778,0,1,1,1,0,0,1,1,1,1,1
584,AO Tennis 2,125479,0,0,0,0,0,0,0,0,0,0,0
585,Koala Kids,34981,0,0,0,0,0,0,0,0,0,0,0
586,Into the Void,34057,0,0,0,0,0,0,0,0,0,0,0
587,Moorhuhn: Tiger and Chicken,17822,0,0,0,0,0,0,0,0,0,0,0
588,Owl Watch,111254,0,0,0,0,0,0,0,0,0,0,0
589,Game Dev Story,19815,0,0,0,0,0,0,0,0,0,0,0
590,Genius Calculator,90265,0,0,0,0,0,0,0,0,0,0,0
591,Best of Us,32953,0,0,0,0,0,0,0,0,0,0,0
592,Taz: Wanted,4194,0,0,0,0,0,0,0,0,0,0,0
593,Max: The Curse of Brotherhood,4848,0,0,0,0,0,0,0,0,2,1,1
594,Project RPG,33192,0,0,0,0,0,0,0,0,0,0,0
595,Friday Night Bullet Arena,31702,0,0,0,0,0,0,0,0,0,0,0
596,O! Strelalka!!!,55265,0,0,0,0,0,0,0,0,0,0,0
597,Epistory: Typing Chronicles,11657,2,0,0,0,1,0,0,0,0,0,0
598,Blood Bowl,5649,0,1,1,1,0,1,1,1,1,1,1
599,Cities: Skylines - Snowfall,16602,1,1,1,1,1,0,1,1,1,1,1
600,Marlene Act 1 Betwixt,31116,0,0,0,0,0,0,0,0,0,0,0
601,Heroic Dungeon,41963,0,0,0,0,0,0,0,0,0,0,0
602,Block Legend DX,35852,0,0,0,0,0,0,0,0,0,0,0
603,Forza Horizon 5: Rally Adventure,195375,1,0,1,2,1,0,1,1,2,2,2
604,Under One Wing,114811,0,0,0,0,0,0,0,0,0,0,0
605,Unworthy,25314,1,0,0,1,1,0,0,0,1,1,1
606,Star Control: Origins,25311,0,0,0,0,0,0,0,0,0,0,0
607,Shooty Skies,59547,0,0,0,0,0,0,0,0,0,0,0
608,Cursed Castilla EX,25253,0,0,0,0,0,0,0,0,0,0,0
609,The Blackout Club,89562,0,0,0,0,0,0,0,1,0,0,0
610,Submerged: Hidden Depths,141373,0,0,0,0,0,0,0,0,0,0,0
611,Munich Bus Simulator,36440,0,0,0,0,0,0,0,0,0,0,0
612,PixelBot Extreme!,96229,1,0,0,0,1,0,0,0,0,0,0
613,Season Match,17787,0,0,0,0,0,0,0,0,0,0,0
614,The Red Strings Club,75247,1,0,0,0,0,0,0,0,0,0,0
615,Mekabolt,120032,0,1,0,0,0,1,0,0,0,0,0
616,Overwatch: Collector's Edition,28061,0,0,0,0,0,0,0,0,0,0,0
617,Squeezone,31709,0,0,0,0,0,0,0,0,0,0,0
618,Artificial Academy 2,22472,5,5,3,5,5,4,3,4,5,5,5
619,Deus Ex: Human Revolution,43,1,3,3,3,1,4,3,4,4,4,4
620,Mandagon,33049,0,0,0,0,0,0,0,0,0,0,0
621,Tomato Jones 2,28648,0,0,0,0,0,0,0,0,0,0,0
622,Saints Row IV - Reverse Cosplay Pack,93892,0,0,0,0,0,0,0,0,0,0,0
623,Bloody Trapland,16733,0,0,0,0,0,0,0,0,0,0,0
624,Happy toys,112779,0,0,0,0,0,0,0,0,0,0,0
625,Disc Room,131614,0,0,0,0,0,0,0,0,0,0,0
626,Drift Streets Japan,34167,0,0,0,0,0,0,0,0,0,0,0
627,Cold Waters,24815,2,0,0,1,2,0,0,0,0,1,1
628,Lofi Ping Pong,116187,0,1,0,1,0,1,0,1,1,1,1
629,Nakawak,68193,0,0,0,0,0,0,0,0,0,0,0
630,Poöf vs. The Cursed Kitty,10712,0,0,0,0,0,0,0,0,0,0,0
631,Urban Trial Playground,88391,0,0,0,0,0,0,0,0,0,0,0
632,Talisman: Digital Edition,10952,0,0,0,0,0,0,0,0,0,0,0
633,Sun Blast,35887,0,0,0,0,0,0,0,0,0,0,0
634,Mighty Dungeons,35765,0,0,0,0,0,0,0,0,0,0,0
635,Dizzy Hearts,89483,0,0,0,0,0,0,0,0,0,0,0
636,Extreme Truck Simulator,114510,0,0,0,0,0,0,0,0,0,0,0
637,Smashing the Battle VR,41029,0,0,2,0,0,1,2,1,0,0,0
638,Day of Infamy,19549,0,1,2,1,0,2,2,2,1,1,1
639,The Cooking Game,32134,0,0,1,0,0,0,1,0,0,0,0
640,7 Billion Humans,83847,1,1,0,1,0,0,0,1,1,1,1
641,oO,35316,0,0,0,0,0,0,0,0,0,0,0
642,Shinobi III: Return of the Ninja Master,2623,1,1,1,1,1,1,1,1,1,1,1
643,Until I Have You,24977,0,0,0,0,0,0,0,0,0,0,0
644,Final Days,33101,0,0,0,0,0,0,0,0,0,0,0
645,The Expendabros,9786,0,1,1,1,0,1,1,1,1,1,1
646,VR Shoot Around,44215,0,0,0,0,0,0,0,0,0,0,0
647,Shining Force,3041,1,1,1,1,1,1,1,1,1,1,1
648,ToeJam & Earl,8389,0,0,0,0,0,0,0,0,0,0,0
649,Despoiler,87036,1,1,0,1,1,1,0,1,1,1,1
650,Guilty Gear Xrd: Rev 2,26801,1,0,1,0,1,0,1,0,0,0,0
651,Dragonheir: Silent Gods,226376,0,0,0,0,0,0,0,0,0,0,0
652,IL-2 Sturmovik: Cliffs of Dover Blitz,80996,0,0,0,0,0,0,0,0,0,0,0
653,Darksiders II: The Abyssal Forge,135003,0,1,0,1,0,1,0,1,1,1,1
654,Monster Loves You!,15414,1,0,0,0,0,0,0,0,0,0,0
655,The Jackbox Party Pack 6,125021,3,0,0,2,3,0,0,2,2,2,2
656,Horizon Shift,17896,0,0,0,0,0,0,0,0,0,0,0
657,Fallout Tactics: Brotherhood of Steel,17,1,5,5,5,2,6,5,6,5,5,5
658,Horizon Zero Dawn: Complete Edition,72870,1,1,1,1,0,0,1,0,1,1,1
659,Mobil 1 Rally Championship,793,2,1,2,1,2,3,2,2,1,1,1
660,DreadOut 2,110164,2,0,1,2,2,0,1,2,2,2,2
661,Alluris,118627,0,0,0,0,0,0,0,0,0,0,0
662,Within a Rose,72361,0,0,0,0,0,0,0,0,0,0,0
663,Not for Broadcast,122133,1,0,0,0,1,0,0,0,0,0,0
664,Little Busters!,7364,1,2,1,1,1,2,1,2,1,1,1
665,PixelJunk VR: Dead Hungry,27322,0,0,0,0,0,0,0,0,0,0,0
666,Jagged Alliance Online: Reloaded,36036,0,0,0,0,0,0,0,0,0,0,0
667,Vampire: The Masquerade - Bloodhunt,152087,0,0,0,0,0,2,0,2,0,0,0
668,The Sims 3: Lunar Lakes,14573,0,0,0,0,0,0,0,1,0,0,0
669,Sword Bros,75063,0,0,0,0,0,0,0,0,0,0,0
670,Monster Prom 2: Monster Camp,122195,0,0,0,0,0,0,0,0,0,0,0
671,Disney's Tigger's Honey Hunt,3613,0,0,0,0,0,0,0,0,0,0,0
672,GemCraft: Frostborn Wrath,119980,0,0,0,0,0,0,0,0,0,0,0
673,Cradle,11341,0,0,1,0,0,0,1,0,0,0,0
674,Moral King,107413,0,0,0,0,0,0,0,0,0,0,0
675,Alien Swarm: Reactive Drop,27523,1,0,0,1,1,0,0,1,1,1,1
676,Deus Ex: Human Revolution - Ultimate Edition,75568,0,0,1,0,0,0,1,0,0,0,0
677,Hearthstone: Goblins vs Gnomes,21971,0,0,0,0,0,0,0,0,0,0,0
678,Mount & Blade II: Bannerlord,9608,0,0,0,0,0,0,0,0,0,0,0
679,UEFA Champions League 2004-2005,22303,0,1,1,1,0,1,1,1,1,1,1
680,Battle Crust,33505,0,0,0,0,0,0,0,0,0,0,0
681,Disney's Dinosaur,46446,0,0,0,0,0,0,0,0,0,0,0
682,Spirit of Maya,29903,0,0,0,0,0,0,0,0,0,0,0
683,Doom 3: BFG Edition,6968,0,2,0,0,0,1,0,1,0,0,0
684,Dreamkiller,11331,0,1,0,1,0,0,0,0,1,1,1
685,Happy Feet,3940,0,0,0,0,0,0,0,0,0,0,0
686,Truxton,4418,0,0,0,1,0,0,0,0,1,1,1
687,Legends of the Universe - StarCore,32527,0,0,0,0,0,0,0,0,0,0,0
688,Adam's Venture: Origins,16298,0,0,0,0,0,0,0,0,0,0,0
689,Divinity: Dragon Commander,2905,0,0,0,0,0,0,0,0,0,0,0
690,AnyWay!,102412,0,0,0,0,0,0,0,0,0,0,0
691,Some Distant Memory,121952,0,0,0,0,0,0,0,0,0,0,0
692,Satazius,10812,0,0,0,0,0,0,0,0,0,0,0
693,From the Darkness,149716,0,0,0,0,0,0,0,0,0,0,0
694,Flock!,14929,0,0,0,0,0,0,0,0,0,0,0
695,Angry Video Game Nerd Adventures,7960,0,0,0,0,0,0,0,0,0,0,0
696,Men of War: Assault Squad,1144,1,2,2,2,2,3,2,3,2,2,2
697,Ecco the Dolphin,5378,0,1,1,1,1,1,1,1,1,1,1
698,HotLead,34241,0,0,0,0,0,0,0,0,0,0,0
699,BlackShadows,34561,0,0,0,0,0,0,0,0,0,0,0
700,Virginia,21599,1,0,0,0,1,0,0,0,0,0,0
701,Operation: Matriarchy,33684,1,0,0,2,1,0,0,2,2,2,2
702,Electronauts,81056,0,1,0,0,0,1,0,1,0,0,0
703,MX vs. ATV All Out,67625,0,1,0,1,0,0,0,0,1,1,1
704,Double Switch: 25th Anniversary Edition,111152,0,0,0,0,0,0,0,0,0,0,0
705,Counter Spell,35703,0,0,0,0,0,0,0,0,0,0,0
706,The Life and Suffering of Sir Brante,138871,0,0,0,0,0,0,0,0,0,0,0
707,Prison Architect,1338,0,0,0,0,0,1,0,1,0,0,0
708,Resident Evil 4: Separate Ways,266717,1,0,1,1,1,0,1,1,1,1,1
709,Evil Park,54888,0,0,0,0,0,0,0,0,0,0,0
710,Orborun,10643,0,0,0,0,0,0,0,0,0,0,0
711,Wild Animal Racing,34784,0,0,0,0,0,0,0,0,0,0,0
712,Starfighter Origins,28262,0,0,0,0,0,0,0,0,0,0,0
713,Death to Spies: Moment of Truth,9377,0,2,3,3,0,2,3,3,2,3,2
714,Demon's Crystals,20402,0,0,0,0,0,0,0,0,0,0,0
715,Total War: Warhammer II,28028,0,1,1,1,0,1,1,1,0,0,0
716,Win the Game: WTF!,102200,0,0,0,0,0,0,0,0,0,0,0
717,Painkiller: Battle out of Hell,1835,0,0,0,0,0,0,0,0,0,0,0
718,A Bird Story,8794,0,0,0,0,0,0,0,0,0,0,0
719,Deus Ex: Mankind Divided - A Criminal Past,26929,0,0,0,0,0,0,0,0,0,0,0
720,BC Kings,29193,0,1,0,1,0,1,0,1,1,1,1
721,Chaos Legion,2917,0,0,0,0,0,0,0,0,0,0,0
722,My Life as a Maiden,76793,0,0,0,0,0,0,0,0,0,0,0
723,My Friend Pedro,25901,0,0,0,0,0,0,0,0,0,0,0
